First Name,Last Name,Draft Year,Years of Service
Tiago,Splitter,2007,6
Jamal,Murray,2016,4
Gary,Trent,1995,9
Sidney,Lowe,0,4
Mark,Macon,1991,6
Ted,Manakas,0,1
Frank,Brickowski,1981,12
Paul,Millsap,2006,13
Lionel,Hollins,0,10
Ron,Rowan,0,1
Marcus,Brown,1996,2
Jim,Paxson,0,2
Keith,Askins,0,9
Bob,Peterson,0,3
Mitchell,Robinson,2018,2
Kent,Benson,0,11
Lorenzo,Williams,0,7
Cheikh,Samb,2006,2
Dakari,Johnson,2015,1
Gordan,Giricek,1999,6
Louie,Nelson,0,5
Dave,Johnson,0,2
Rudy,Gobert,2013,6
Mikal,Bridges,2018,2
Gene,Shue,0,10
Joe,Ellis,0,8
Paul,Armstrong,0,3
Al,Brightman,0,1
Leo,Rautins,0,2
Gabe,Pruitt,2007,2
Terance,Mann,2019,1
Semi,Ojeleye,2017,3
Travis,Leslie,2011,1
Dajuan,Wagner,2002,4
Jason,Caffey,1995,8
Mikki,Moore,1997,13
Pete,Myers,1986,9
Bob,Boozer,0,11
Okaro,White,2014,3
Brook,Lopez,2008,11
Jim,Ard,0,4
Frank,Ntilikina,2017,3
Shane,Larkin,2013,3
Howie,McCarty,0,1
Larue,Martin,0,4
Ennis,Whatley,1983,10
Larry,Moffett,0,1
Larry,Hughes,1998,13
Andre,Moore,0,1
Adonal,Foyle,1997,12
Carl,Thomas,0,3
Travis,Best,1995,10
Markel,Brown,2014,2
John,Pritchard,0,1
Moritz,Wagner,2018,2
Rodrigue,Beaubois,2009,4
Nassir,Little,2019,1
Neil,Johnson,0,4
Frank,Russell,0,1
Randolph,Childress,1995,2
Bobby,Brown,2007,4
Mike,Green,0,4
Trajan,Langdon,1999,3
Maxi,Kleber,2014,3
Chris,Jefferies,2002,2
Gene,Rhodes,0,1
Melvin,Sanders,2003,1
P.J.,Tucker,2006,8
Larry,Johnson,1991,10
Nate,DeLong,0,1
Bubba,Wells,1997,1
Mickell,Gladness,2008,1
Jack,Kerris,0,4
Kelan,Martin,2018,1
Dennis,Schroder,2013,6
Aleksandar,Djordjevic,0,0
Scott,Haskin,1993,1
Ian,Lockhart,0,1
Deonte,Burton,2017,2
Dean,Wade,2019,1
Carlos,Ogden,0,2
John,Barnhill,0,7
Kenny,Carr,0,10
Courtney,Sims,2007,2
Roger,Strickland,0,1
Iman,Shumpert,2011,8
Willie,Naulls,0,10
David,Vaughn,1995,4
Muggsy,Bogues,1987,14
Tracy,Murray,1992,12
Scottie,Pippen,1987,17
Fred,Vinson,0,2
Walt,Lemon Jr.,2014,2
Sam,Young,2009,4
Gary,Clark,2018,2
Marvin,Barnes,0,4
Kris,Humphries,2004,12
Jonas,Jerebko,2009,8
Doug,West,1989,12
Rui,Hachimura,2019,1
Robert,Williams III,2018,2
Kristaps,Porzingis,2015,3
Bryant,Reeves,1995,6
Jarron,Collins,2001,10
Phil,Hubbard,0,10
D.J.,Wilson,2017,3
Charlie,Johnson,0,7
Keith,Jennings,0,3
Dontae',Jones,1996,1
Dillard,Crocker,0,4
Pooh,Richardson,1989,10
Popeye,Jones,1992,11
Carl,Meinhold,0,2
Diante,Garrett,2011,2
Michaela,Pavlickova,2001,0
Alan,Williams,2015,3
Kedrick,Brown,2001,4
Trey,Gilder,2008,1
Bobby,Jackson,1997,12
Danny,Young,0,10
Lonnie,Shelton,0,10
Curtis,Borchardt,2002,2
Scotty,Hopson,2011,2
Norm,Swanson,0,1
Keith,Tower,0,4
Cezary,Trybanski,0,2
Ken,Wilburn,0,2
Dick,Murphy,0,1
Malik,Sealy,1992,8
Glen,Rice,2013,2
Thomas,Robinson,2012,4
John,Stockton,1984,19
Jose,Slaughter,0,1
Kenny,Rollins,0,3
Dave,Deutsch,0,1
Scott,Skiles,1986,10
Nick,Collison,2003,13
Ossie,Schectman,0,1
Lucas,Nogueira,2013,3
Phil,Bond,0,1
David,Johnson,0,4
Jeff,Webster,1994,1
Dan,King,0,1
Kasib,Powell,2003,1
Eddie,Johnson,0,10
Anthony,Bonner,1990,6
Jeff,Cook,0,8
Chuck,Grigsby,0,1
Steve,Bucknall,0,1
Rod,Knowles,0,1
Cody,Martin,2019,1
Semih,Erden,2008,2
Bob,O'Brien,0,2
Jawun,Evans,2017,2
Ryan,Broekhoff,2013,2
Darington,Hobson,2010,1
Nikola,Mirotic,2011,4
Jaylen,Nowell,2019,1
Reggie,Hanson,0,1
Bob,Ferry,0,10
John,Richter,0,1
Marcus,Derrickson,2018,1
Elmore,Smith,0,8
Devyn,Marble,2014,1
AJ,Price,2009,6
Mark,Aguirre,0,13
Skip,Harlicka,0,1
George,Reynolds,0,1
Charlie,Pittman,0,4
Howie,Janotta,0,1
Marlon,Redmond,0,2
Jojo,White,0,12
Eddy,Curry,2001,11
Chris,Boucher,2017,3
Milt,Williams,0,3
Ben,Poquette,0,10
Steven,Hunter,2001,8
Allen,Murphy,0,1
A.J.,Wynder,0,1
Jim,Burns,0,1
Derek,Hood,0,1
Kevin,Huerter,2018,2
Langston,Galloway,2014,5
Byron,Scott,1983,14
Mel,Davis,0,4
John,Long,1978,14
Thomas,Barr,0,1
Zylan,Cheatham,2019,1
Darryl,Dawkins,0,14
Rickey,Brown,0,5
Bob,Harrison,0,9
Devin,Gray,0,0
Jack,Parkinson,0,1
Todd,Lichti,0,5
Cliff,Hagan,0,10
Ben,Moore,2017,1
Mike,James,1998,12
Johnny,Neumann,0,2
Phil,Pressey,2013,2
Jack,Coleman,0,9
Willie,Reed,2011,2
Greg,Graham,1993,5
Jerome,Beasley,2003,1
Bradley,Beal,2012,7
Joe,Mullaney,0,1
Tim,Frazier,2014,5
Travis,Outlaw,2003,11
Ike,Diogu,2005,6
Phil,Smith,0,9
Marshall,Rogers,0,1
Neil,Johnston,0,8
Markelle,Fultz,2017,3
Scott,Williams,0,15
Jim,Fox,0,10
Nick,Shaback,0,1
Alex,Blackwell,0,1
Dermie,O'Connell,0,2
Walter,Sharpe,2008,1
Brady,Walker,0,4
Jerome,Robinson,2018,2
Tom,Hammonds,1989,12
Dick,McGuire,0,11
Salah,Mejri,2008,3
James,Cotton,1997,0
JaVale,McGee,2008,11
Rodney,Carney,2006,5
Ray,Corley,0,3
Derrick,Chievous,0,3
Jimmer,Fredette,2011,5
Josh,Smith,2004,12
Jim,Ray,0,2
Spencer,Hawes,2007,9
Frank,Ramsey,0,9
Horace,Grant,1987,17
Juan,Toscano-Anderson,2015,1
Tom,Hovasse,0,1
Khalid,El-Amin,2000,1
Russ,Schoene,0,4
Warren,Perkins,0,2
Anfernee,Simons,2018,2
Lonny,Baxter,2002,4
Maciej,Lampe,2003,3
Trevor,Winter,0,0
Alex,Kirk,2014,1
David,Thirdkill,0,5
Jordan,Loyd,2016,1
Miles,Bridges,2018,2
Craig,Hodges,0,10
Nikita,Wilson,0,1
Kendall,Marshall,2012,3
George,Dempsey,0,5
Russell,Lee,0,3
Stephen,Zimmerman,2016,1
Joe,Meriweather,0,10
Alen,Smailagic,2019,1
Erwin,Mueller,0,7
Charlie,Scott,0,9
Bill,Ebben,0,1
Austin,Daye,2009,6
Otto,Porter Jr.,2013,6
Mason,Plumlee,2013,6
Wesley,Cox,0,2
Clifford,Rozier,1994,4
Greg,Grant,1989,6
Jack,Hewson,0,1
Josh,Selby,2011,2
Larry,Comley,0,1
Mike,McGee,0,9
Antonio,Davis,1990,13
Terry,Catledge,1985,8
Anthony,Brown,2015,2
Bernard,James,2012,3
Frank,Brian,0,7
Juan,Dixon,2002,7
Brian,Rowsom,0,3
Haywood,Highsmith,2018,1
Vitor,Faverani,2009,1
Chris,Dudley,1987,16
Alan,Williams,2015,3
Jamario,Moon,2001,5
Jim,Springer,0,1
Pops,Mensah-Bonsu,2006,4
Terence,Davis,2019,1
Gene,Banks,0,6
PJ,Hairston,2014,1
Reggie,Slater,0,8
Dick,Snyder,0,13
Ron,Cavenall,0,2
Dave,Twardzik,0,4
Ron,Johnson,0,1
Chauncey,Billups,1997,17
Perry,Jones III,2012,3
Scott,Wedman,0,13
Zhaire,Smith,2018,2
Johnny,Taylor,1997,3
Alexander,Volkov,0,2
Tyus,Jones,2015,4
Hal,Uplinger,0,1
Mal,McMullan,0,2
Shabazz,Napier,2014,5
Marcus,Landry,2009,1
Ky,Bowman,2019,1
Omari,Spellman,2018,2
Sean,Rooks,1992,12
Jerry,Paulson,0,1
Arnett,Moultrie,2012,2
Norris,Coleman,0,1
Cliff,Meely,0,5
Chris,Harris,0,1
Alonzo,Mourning,1992,15
David,Greenwood,0,12
Rob,Williams,0,2
Mike,Peplowski,1993,3
Nick,Young,2007,11
Ed,Bartels,0,2
Hollis,Copeland,0,2
Luka,Samanic,2019,1
Jackie,Ridgle,0,1
Jim,Jackson,1992,14
Johnny,Egan,0,11
Jordan,McLaughlin,2018,1
Ray,Epps,0,1
Orlando,Graham,0,1
Joe,Fulks,0,8
Marv,Schatzman,0,1
Cedric,Ceballos,1990,11
Maurice,Carter,0,1
Larry,Drew II,2013,2
Cameron,Johnson,2019,1
Julius,Erving,0,11
Jameer,Nelson,2004,13
George,Lehmann,0,2
Shelvin,Mack,2011,7
Jared,Harper,2019,1
John,Laskowski,0,2
Ernie,Killum,0,1
Corliss,Williamson,1995,12
Terry,Furlow,0,4
Martin,Nessley,0,1
Joe,Fabel,0,1
Sonny,Parker,0,6
Jae,Crowder,2012,7
Tyler,Cook,2019,1
Daniel,Theis,2013,3
Jamal,Crawford,2000,18
Uwe,Blab,0,5
Joe,Graboski,0,13
Chris,Mihm,2000,8
Todd,MacCulloch,1999,4
Zarko,Cabarkapa,2003,3
George,Yardley,0,7
Ed,Gray,1997,2
Jerome,Robinson,2018,2
Olumide,Oyedeji,2000,3
Ricky,Ledo,2013,2
Win,Wilfong,0,4
Tom,Heinsohn,0,9
Bernard,Robinson,2004,3
Greg,Ostertag,1995,11
Jeremy,Tyler,2011,3
Mark,Wade,0,2
J.P.,Macura,2018,2
Reggie,Harding,0,4
Stan,Love,0,4
Dwayne,Whitfield,1995,1
Paul,Walther,0,6
Dennis,Boyd,0,1
Yue,Sun,2007,1
Acie,Law,2007,4
Davon,Reed,2017,2
Joel,Anthony,2007,9
Larry,Sanders,2010,6
Hank,Finkel,0,9
Darrin,Hancock,1994,3
Gene,Vance,0,5
Mark,Price,1986,12
Chuck,Connors,0,2
Igor,Rakocevic,2000,1
Michael,Cage,1984,15
Joseph,Forte,2001,2
Donte,Greene,2008,4
Keith,Herron,0,3
Walter,Bond,0,3
Coby,White,2019,1
Felton,Spencer,1990,12
LaSalle,Thompson,1982,15
Patricio,Garino,2016,1
Amar'e,Stoudemire,2002,13
Mitch,Kupchak,0,9
Jeremy,Lin,2010,8
Kawhi,Leonard,2011,8
J.R.,Giddens,2008,2
Chris,Andersen,1999,14
J.R.,Giddens,2008,2
Doug,Roth,0,1
Jim,Holstein,0,4
John,Lambert,0,7
Justin,Robinson,2019,1
Ray,Williams,0,10
Doug,Lee,0,3
Marcus,Williams,2007,2
Khris,Middleton,2012,7
Steve,Malovic,1978,1
Sean,May,2005,4
Earl,Barron,2003,8
Byron,Irvin,0,3
Bruno,Fernando,2019,1
Tim,Bassett,0,4
Desmond,Mason,2000,10
Patrick,Patterson,2010,9
Kevin,Seraphin,2010,6
DeQuan,Jones,2012,1
Jerry,Chambers,0,4
Keith,McLeod,2002,4
Tierre,Brown,0,4
James,Young,2014,3
Ben,Clyde,0,1
Taylor,Griffin,2009,1
Jeff,Withey,2013,4
Johnny,Payak,0,2
Bob,Lavoy,0,4
Bill,Garnett,0,4
Vlade,Divac,1989,16
Ian,Mahinmi,2005,11
Don,Henriksen,0,2
Kostas,Antetokounmpo,2018,2
Tyrone,Wallace,2016,3
Ron,Valentine,0,1
Brad,Daugherty,1986,8
Brent,Barry,1995,14
Justin,James,2019,1
Alex,Groza,0,2
Julian,Washburn,2015,1
Al-Farouq,Aminu,2010,9
Alvin,Sims,0,0
DeAndre,Jordan,2008,11
Jeff,Grayer,1988,9
Stephen,Bardo,0,3
Goga,Bitadze,2019,1
Vin,Baker,1993,13
Henry,Ward,0,1
Ricky,Blanton,0,1
Chase,Budinger,2009,6
John,Lucas III,2005,8
Larry,Krystkowiak,1986,9
Joe,Binion,0,1
Ed,Davis,2010,9
James,Harden,2009,10
Mike,Miller,2000,16
Johnny,Baum,0,2
Kyle,Weaver,2008,3
Quincy,Lewis,1999,4
Toni,Kukoc,1990,13
George,Mearns,0,2
Jim,Krebs,0,7
Paul,Shirley,0,3
John,Dillon,0,1
Carl,Bailey,0,1
Jeff,Cross,0,1
Matt,Barnes,2002,13
Rodney,Hood,2014,5
Quintin,Dailey,0,10
Theo,Pinson,2018,2
Johnny,O'Bryant III,2014,3
Joel,Ingram,0,1
Don,Asmonga,0,1
Patrick,Ewing,2008,1
Jared,Harper,2019,1
Sheldon,Mac,2016,1
E.C.,Coleman,0,6
Gian,Clavell,2017,1
Bingo,Smith,0,11
Jim,Phelan,0,1
Shandon,Anderson,1996,10
Anfernee,Simons,2018,2
Tariq,Abdul-Wahad,1997,6
Danny,Doyle,0,1
Landry,Fields,2010,5
DeShawn,Stevenson,2000,13
Sid,Tannenbaum,0,2
Tony,Wroten,2012,3
Maury,King,0,2
Rich,Yonakor,0,1
Thomas,Gardner,2006,2
Admiral,Schofield,2019,1
Derrick,Byars,2007,1
Lee,Mayberry,1992,7
Stanley,Roberts,1991,8
John,Wall,2010,8
Jon,Sundvold,0,9
Frank,Williams,2002,3
Dan,Schayes,1981,18
Claude,Overton,0,1
Donovan,Mitchell,2017,3
Xavier,Rathan-Mayes,2017,1
Randy,Foye,2006,10
Sean,Colson,0,1
Bruce,Douglas,0,1
Chris,Ford,0,10
Butch,Graves,0,1
Nate,Blackwell,0,1
Terry,Rozier,2015,4
D.J.,Kennedy,2011,1
Otis,Birdsong,0,12
Mo,Williams,2003,12
Levi,Fontaine,0,1
Terry,Mills,1990,11
Ben,Uzoh,2010,2
Jaxson,Hayes,2019,1
Jeff,Sheppard,0,0
Rudy,Hackett,0,1
Christian,Wood,2015,3
Keith,Edmonson,0,2
Jimmy,Darden,0,1
John,Pilch,0,1
Willy,Hernangomez,2015,4
Granville,Waiters,0,5
Ryan,Lorthridge,0,1
Dave,Piontek,0,7
Josh,Howard,2003,10
Isaiah,Roby,2019,1
Mike,Williams,0,1
Kelan,Martin,2018,1
Max,Morris,0,1
Pascal,Siakam,2016,4
Guy,Sparrow,0,3
Ralph,Wells,0,1
Ray,Owes,0,1
Brandon,Ingram,2016,4
Reggie,Jordan,0,6
Greg,Smith,0,8
Dwayne,Bacon,2017,3
Bob,Cousy,1986,14
Damir,Markota,2006,1
KZ,Okpala,2019,1
Marshall,Hawkins,0,1
Tyler,Herro,2019,1
Adreian,Payne,2014,3
Trey,Burke,2013,6
Don,Kojis,0,12
Anthony,Bowie,1986,8
Billy,Garrett,0,1
Al,Tucker,0,4
Lenny,Wilkens,0,15
Marcus,Georges-Hunt,2016,2
Zach,Norvell Jr.,2019,1
Al,Masino,0,2
Maurice,Evans,2001,9
Zendon,Hamilton,0,6
Frank,Reddout,0,1
Gus,Williams,0,11
Dennis,Nutt,0,1
Sam,Pellom,0,4
Steve,Scheffler,1990,7
Steve,Blake,2003,12
Gary,Alcorn,0,2
Floyd,Volker,0,1
Dewan,Hernandez,2019,1
Anthony,Frederick,0,3
Markieff,Morris,2011,8
Cory,Carr,1998,1
James,Donaldson,0,14
Carey,Scurry,0,3
Howard,Wright,0,2
Louis,Orr,0,8
Paul,McConnell,0,1
Jermaine,Jackson,0,5
Roy,Marble,0,2
Tony,Bradley,2017,3
Donald,Smith,0,1
Morris,Peterson,2000,11
John,Tschogl,0,3
Jason,Terry,1999,18
Andre,Dawkins,2014,1
Chuckie,Williams,0,1
Sam,Dekker,2015,3
Mike,Farmer,0,7
Cliff T.,Robinson,0,11
Dennis,Bell,0,3
Andre,Spencer,0,2
Mel,McCants,0,1
Ron,Baker,2016,3
Mookie,Blaylock,1989,13
Drew,Gordon,2012,1
Lucius,Allen,0,10
Jaren,Jackson Jr.,2018,2
Brice,Johnson,2016,2
Mario,Kasun,2002,2
Jeff,Taylor,0,2
Nate,Robinson,2005,10
Shammond,Williams,1998,7
Billy,Thompson,1986,6
Dean,Oliver,0,2
LaMarcus,Aldridge,2006,13
Darvin,Ham,0,8
Tellis,Frank,0,5
Willie,Reed,2011,2
Will,Cherry,2013,1
Chris,Richard,2007,2
Shaquille,O'Neal,1992,19
Harry,Barnes,0,1
Arvid,Kramer,0,1
John,Mengelt,0,10
Paul,Neumann,0,6
Ernie,Beck,0,7
Ryan,Robertson,1999,0
Dallas,Comegys,0,2
Lou,Williams,2005,14
Linton,Townes,0,3
Bob,Elliott,0,3
Dave,Budd,0,5
Christian,Eyenga,2009,2
Foots,Walker,0,10
Eric,Snow,1995,13
Walt,Williams,1992,11
Johnny,Moore,0,9
Cory,Blackwell,0,1
Kevin,Love,2008,11
Bernard,Thompson,0,5
Ekpe,Udoh,2010,7
Carrick,Felix,2013,1
Evers,Burns,0,1
Carlos,Arroyo,2001,9
Evan,Turner,2010,9
Norm,Mager,0,1
John,Henson,2012,7
Jalen,Brunson,2018,2
Caleb,Swanigan,2017,3
Dan,Swartz,0,1
Jim,Barnes,0,7
Ernie,Grunfeld,0,9
Terance,Mann,2019,1
Anthony,Tolliver,2007,11
Dejounte,Murray,2016,3
Rodney,Monroe,0,1
Jim,McIlvaine,1994,7
Robert,Zawoluk,0,3
Jay,Guidinger,0,2
Mark,Acres,0,6
Terry,Dozier,0,1
Joe,Ruklick,0,3
Jordan,Farmar,2006,9
Arnie,Risen,0,10
Zelmo,Beaty,0,8
Nathan,Jawai,2008,2
Bill,Curley,1994,5
Rashard,Lewis,1998,16
Brandon,Bass,2005,11
Richard,Petruska,0,1
Jared,Terrell,2018,1
Jerome,Kersey,1984,17
Julian,Wright,2007,4
Pape,Sy,2010,1
John,Bagley,0,11
Louis,King,2019,1
Hedo,Turkoglu,2000,15
John,Thompson,0,2
Lionel,Simmons,1990,7
Gheorghe,Muresan,1993,6
Ivano,Newbill,0,3
Aaron,Gray,2007,7
Mel,Riebe,0,3
George H.,Bon Salle,0,1
Charlie,Bell,2001,7
Armon,Johnson,2010,2
Billyray,Bates,0,4
Forest,Weber,0,1
Andrew,Levane,0,3
Dee,Brown,2006,2
Tim,McCormick,0,8
Ray,Felix,0,9
Dana,Barros,1989,14
Jim,Brasco,0,1
Dave,Henderson,0,1
Guy,Rucker,0,1
Jerel,McNeal,2009,1
Belus,Smawley,0,6
Fred,Christ,0,1
Brad,Holland,0,3
Hank,Lefkowitz,0,1
Ozell,Jones,0,2
Brian,Evans,1996,3
Dave,Popson,0,3
Bob,Christian,0,4
Lionel,Malamed,0,1
Thales,McReynolds,0,1
Leo,Katkaveck,0,2
Ray,Ragelis,0,1
Jacob,Pullen,2011,0
Marko,Guduric,2017,1
Melvin,Ely,2002,9
George,Lynch,1993,12
Devon,Hall,2018,1
Ty,Jerome,2019,1
Yogi,Ferrell,2016,4
Dwight,Powell,2014,5
DaQuan,Jeffries,2019,1
Dan,Godfread,0,2
Damion,James,2010,4
Carlos,Delfino,2003,8
Bob,Kauffman,0,7
Mustafa,Shakur,2007,2
Luke,Ridnour,2003,12
Jack,George,0,8
Derek,Smith,0,9
C.J.,Williams,2012,2
Thomas,Jordan,0,1
John,Barr,0,1
Bobby,Smith,0,2
Al,Fleming,0,1
Sherwin,Raiken,0,1
Jeremiah,Martin,2019,1
John,Fairchild,0,1
Lynbert,Johnson,0,1
Khyri,Thomas,2018,2
RJ,Hunter,2015,3
Willie,Cauley-Stein,2015,4
Dennis,Rodman,1986,14
Zeke,Sinicola,0,2
Leon,Benbow,0,2
Andrea,Bargnani,2006,9
Tony,Battie,1997,14
Milt,Schoon,0,2
Michael,Curry,0,11
Harvey,Halbrook,0,2
MarShon,Brooks,2011,5
John,McCullough,0,1
Darren,Collison,2009,9
Henry,Turner,0,2
Antoine,Wright,2005,6
Moe,Radovich,0,1
Jawad,Williams,2005,3
Kenny,Fields,0,4
Odie,Spears,0,8
Pat,Durham,1989,2
Roger,Burkman,0,1
Tarik,Black,2014,3
Phil,Rollins,0,3
Billy,Donovan,0,1
Dan,Issel,0,9
Zarko,Paspalj,0,1
Kenny,Thomas,1999,11
Raymond,Townsend,0,3
Dick,Schnittker,0,6
Terrance,Ferguson,2017,3
